tweet_id,retweet_count,favorite_count,text,rating_numerator,rating_denominator,name,stage,prediction_1,prediction_1_confidence,prediction_1_dog,prediction_2,prediction_2_confidence,prediction_2_dog,prediction_3,prediction_3_confidence,prediction_3_dog
892420643555336193,7024,33860,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13,10,Phineas,,orange,0.0970486,False,bagel,0.0858511,False,banana,0.07611,False
891815181378084864,3488,22084,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,12,10,Archie,,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
891327558926688256,7775,35360,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True
890971913173991426,1672,10381,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,Appenzeller,0.341703,True,Border_collie,0.199287,True,ice_lolly,0.193548,False
890609185150312448,3628,24553,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True
890006608113172480,6157,27072,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True
889665388333682689,8359,42094,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,puppo,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True
889531135344209921,1885,13361,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True
888917238123831296,3769,25667,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True
888554962724278272,2882,17344,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
888078434458587136,2901,19171,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
887517139158093824,9864,40779,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False
887343217045368832,8821,29618,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True
886983233522544640,6328,30425,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
886680336477933568,3745,19768,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False
886258384151887873,5298,24552,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
885528943205470208,5339,31631,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
885167619883638784,3673,19280,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,,malamute,0.812482,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884876753390489601,4678,24424,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884441805382717440,4799,23889,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
883838122936631299,2867,19201,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
883360690899218434,3088,19969,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
882992080364220416,3250,21005,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.0734144,False
882627270321602560,5074,24634,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882045870035918850,4092,25768,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True
881666595344535552,8972,44595,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True
881268444196462592,4499,20505,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False
880872448815771648,3206,18727,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880221127280381952,3475,23688,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True
879862464715927552,2937,19724,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
879415818425184262,37502,92978,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879050749262655488,3962,19833,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False
878776093423087618,3444,17153,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,Italian_greyhound,0.734684,True,whippet,0.150487,True,Ibizan_hound,0.0397246,True
878057613040115712,5750,37179,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,French_bulldog,0.839097,True,Boston_bull,0.0787994,True,toy_terrier,0.0152434,True
877316821321428993,4354,24188,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,Saluki,0.509967,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
876838120628539392,2808,18241,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True
876120275196170240,3912,24711,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
875144289856114688,4161,19421,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
874680097055178752,3927,24634,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
874057562936811520,3386,20145,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,None,,flat-coated_retriever,0.832177,True,black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True
873213775632977920,1333,6329,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,pupper,vizsla,0.619782,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
872820683541237760,3171,13085,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,None,,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
872486979161796608,7732,36137,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,None,,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
872122724285648897,6842,30265,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,,basketball,0.808396,False,pug,0.0667363,True,dalmatian,0.0545698,True
871762521631449091,2973,17905,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,pupper,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
871032628920680449,3234,20180,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,,kelpie,0.398053,True,macaque,0.0689549,False,dingo,0.0506018,False
870656317836468226,2215,10902,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True
870308999962521604,3555,19505,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,,Greater_Swiss_Mountain_dog,0.622752,True,Appenzeller,0.158463,True,EntleBucher,0.148115,True
869772420881756160,8708,38078,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True
869596645499047938,2642,14231,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,doggo,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False
868880397819494401,12280,58062,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False
868552278524837888,1757,8984,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True
867774946302451713,6263,30324,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True
